passport,name,surname,flight_number,flight_date,airplane_license,airplane_model,airline_name,departure_airport,dep_city,dep_country,arrival_airport,arr_city,arr_country,baggage_belt,seat_number,flight_crew_license,flight_crew_role,flight_status_date,flight_status_hour,flight_status
BS5918729,Elizabeth,Wright,UA492,2025-06-19,APL1002,Model-2,UA,DXB,Dubai,UAE,FRA,Frankfurt,Germany,4,13E,FWL9907,Captain,2025-06-19,18:44:34,canceled
RB6780044,Danielle,Brown,AF934,2025-08-16,APL1002,Model-2,AF,DXB,Dubai,UAE,HND,Tokyo,Japan,10,7B,FWL7415,Flight Attendant,2025-08-16,23:28:58,arrived
ID3878394,Jennifer,Savage,BA900,2025-08-15,APL1005,Model-0,BA,SIN,Singapore,Singapore,AMS,Amsterdam,Netherlands,9,19F,FWL6269,First Officer,2025-08-15,15:56:19,delayed
HB4741950,Susan,Norton,UA430,2025-07-29,APL1002,Model-2,UA,CDG,Paris,France,DXB,Dubai,UAE,3,23C,FWL6846,Captain,2025-07-29,14:50:41,on time
VT6210248,Richard,Johnson,AF662,2025-08-01,APL1007,Model-2,AF,CDG,Paris,France,JFK,New York,USA,5,1E,FWL8869,Captain,2025-08-01,16:03:49,departed
LS3381866,Tracy,Figueroa,BA100,2025-07-06,APL1005,Model-0,BA,MAD,Madrid,Spain,FRA,Frankfurt,Germany,6,5C,FWL1975,Captain,2025-07-06,05:03:57,delayed
RH3704990,Charlotte,Peters,AA979,2025-07-23,APL1000,Model-0,AA,FRA,Frankfurt,Germany,JFK,New York,USA,3,23E,FWL1579,Flight Attendant,2025-07-23,07:46:46,delayed
TM5430959,Stephanie,Khan,UA569,2025-06-21,APL1001,Model-1,UA,MAD,Madrid,Spain,LHR,London,UK,2,10A,FWL2020,First Officer,2025-06-21,08:34:16,arrived
CL6319080,Benjamin,Williams,UA430,2025-07-29,APL1002,Model-2,UA,CDG,Paris,France,DXB,Dubai,UAE,3,23E,FWL6846,Captain,2025-07-29,14:50:41,on time
FZ3690557,Steven,Mosley,AA369,2025-07-05,APL1007,Model-2,AA,SIN,Singapore,Singapore,HND,Tokyo,Japan,3,11F,FWL2584,Captain,2025-07-05,04:19:10,delayed
QS6125292,Mark,Ramirez,BA100,2025-07-06,APL1005,Model-0,BA,MAD,Madrid,Spain,FRA,Frankfurt,Germany,6,13D,FWL1975,Captain,2025-07-06,05:03:57,delayed
AU7746305,Mark,Hawkins,BA204,2025-07-07,APL1002,Model-2,BA,LHR,London,UK,JFK,New York,USA,7,22B,FWL7098,Flight Attendant,2025-07-07,05:27:30,arrived
ZB4837937,David,Baker,DL342,2025-08-08,APL1004,Model-4,DL,HND,Tokyo,Japan,LAX,Los Angeles,USA,6,7E,FWL8417,First Officer,2025-08-08,18:18:12,deviated
HF7339721,Jason,Wilkinson,UA705,2025-06-24,APL1000,Model-0,UA,LAX,Los Angeles,USA,MAD,Madrid,Spain,8,27D,FWL9882,First Officer,2025-06-24,06:38:47,arrived
OH1669540,Benjamin,Le,UA492,2025-06-19,APL1002,Model-2,UA,DXB,Dubai,UAE,FRA,Frankfurt,Germany,4,22B,FWL9907,Captain,2025-06-19,18:44:34,canceled
IS2211157,Tina,Martinez,AA979,2025-07-23,APL1000,Model-0,AA,FRA,Frankfurt,Germany,JFK,New York,USA,3,3F,FWL1579,Flight Attendant,2025-07-23,07:46:46,delayed
LG2525832,Antonio,Harvey,DL176,2025-07-16,APL1003,Model-3,DL,CDG,Paris,France,MAD,Madrid,Spain,8,32F,FWL8635,First Officer,2025-07-16,17:34:54,arrived
YR7341374,Debra,Lamb,DL342,2025-08-08,APL1004,Model-4,DL,HND,Tokyo,Japan,LAX,Los Angeles,USA,6,3B,FWL8417,First Officer,2025-08-08,18:18:12,deviated
IN1250584,Raymond,Black,AA286,2025-07-26,APL1009,Model-4,AA,LAX,Los Angeles,USA,MAD,Madrid,Spain,8,26F,FWL3304,First Officer,2025-07-26,13:54:07,deviated
NS2002655,Kristy,Bullock,BA776,2025-07-03,APL1004,Model-4,BA,LHR,London,UK,AMS,Amsterdam,Netherlands,6,6D,FWL4056,First Officer,2025-07-03,03:39:23,arrived
ZD9134244,Michelle,Thomas,UA430,2025-07-29,APL1002,Model-2,UA,CDG,Paris,France,DXB,Dubai,UAE,3,18D,FWL6846,Captain,2025-07-29,14:50:41,on time
HF7339721,Jason,Wilkinson,AA882,2025-08-01,APL1003,Model-3,AA,MAD,Madrid,Spain,DXB,Dubai,UAE,10,15B,FWL6210,Flight Attendant,2025-08-01,08:31:03,arrived
NS2002655,Kristy,Bullock,AA126,2025-06-24,APL1003,Model-3,AA,CDG,Paris,France,HND,Tokyo,Japan,5,1E,FWL7512,First Officer,2025-06-24,02:39:58,on time
QG6770944,Bobby,Horne,AF701,2025-07-16,APL1008,Model-3,AF,DXB,Dubai,UAE,LHR,London,UK,10,16F,FWL2641,Captain,2025-07-16,20:25:19,arrived
NX6573856,Robert,Morris,AF734,2025-08-13,APL1009,Model-4,AF,FRA,Frankfurt,Germany,HND,Tokyo,Japan,8,14E,FWL1999,Captain,2025-08-13,04:49:16,on time
RB6780044,Danielle,Brown,UA705,2025-06-24,APL1000,Model-0,UA,LAX,Los Angeles,USA,MAD,Madrid,Spain,8,2A,FWL9882,First Officer,2025-06-24,06:38:47,arrived
NT2089414,Brianna,Johnson,AA343,2025-07-27,APL1005,Model-0,AA,LAX,Los Angeles,USA,CDG,Paris,France,6,23C,FWL8317,Captain,2025-07-27,05:41:01,departed
AO9367679,Levi,Fisher,AF662,2025-08-01,APL1007,Model-2,AF,CDG,Paris,France,JFK,New York,USA,5,16F,FWL8869,Captain,2025-08-01,16:03:49,departed
OG7095776,Stephanie,Johnson,DL176,2025-07-16,APL1003,Model-3,DL,CDG,Paris,France,MAD,Madrid,Spain,8,18D,FWL8635,First Officer,2025-07-16,17:34:54,arrived
FT8018134,Jonathan,Mcconnell,UA751,2025-07-08,APL1000,Model-0,UA,LAX,Los Angeles,USA,JFK,New York,USA,2,17E,FWL4361,Flight Attendant,2025-07-08,17:39:50,on time
VT6210248,Richard,Johnson,UA225,2025-06-21,APL1000,Model-0,UA,SIN,Singapore,Singapore,JFK,New York,USA,7,16F,FWL7471,First Officer,2025-06-21,04:23:06,canceled
ZG1473653,Timothy,Lowe,AF919,2025-08-13,APL1009,Model-4,AF,MAD,Madrid,Spain,CDG,Paris,France,4,21E,FWL4157,Captain,2025-08-13,22:02:00,on time
PI7717719,Jeffrey,Gray,BA900,2025-08-15,APL1005,Model-0,BA,SIN,Singapore,Singapore,AMS,Amsterdam,Netherlands,9,20A,FWL6269,First Officer,2025-08-15,15:56:19,delayed
LX0111373,Richard,Conley,AA450,2025-07-01,APL1002,Model-2,AA,DXB,Dubai,UAE,CDG,Paris,France,2,25A,FWL6536,Flight Attendant,2025-07-01,13:08:33,canceled
XM0098509,Robert,Sosa,AA286,2025-07-26,APL1009,Model-4,AA,LAX,Los Angeles,USA,MAD,Madrid,Spain,8,17D,FWL3304,First Officer,2025-07-26,13:54:07,deviated
BL4263778,Marissa,Jones,UA492,2025-06-19,APL1002,Model-2,UA,DXB,Dubai,UAE,FRA,Frankfurt,Germany,4,10B,FWL9907,Captain,2025-06-19,18:44:34,canceled
RF1954781,Ronnie,Rice,AA533,2025-07-17,APL1001,Model-1,AA,DXB,Dubai,UAE,FRA,Frankfurt,Germany,5,20F,FWL6238,Flight Attendant,2025-07-17,13:50:19,arrived
HB4741950,Susan,Norton,AF701,2025-07-16,APL1008,Model-3,AF,DXB,Dubai,UAE,LHR,London,UK,10,17A,FWL2641,Captain,2025-07-16,20:25:19,arrived
VK8371975,Derek,Griffith,AF662,2025-08-01,APL1007,Model-2,AF,CDG,Paris,France,JFK,New York,USA,5,6E,FWL8869,Captain,2025-08-01,16:03:49,departed
QK5592723,Marie,Chavez,BA648,2025-06-30,APL1007,Model-2,BA,MAD,Madrid,Spain,FRA,Frankfurt,Germany,1,10F,FWL9226,Flight Attendant,2025-06-30,20:58:05,delayed
UN0309883,Betty,Nelson,UA492,2025-06-19,APL1002,Model-2,UA,DXB,Dubai,UAE,FRA,Frankfurt,Germany,4,16A,FWL9907,Captain,2025-06-19,18:44:34,canceled
WV0824630,James,Russell,BA270,2025-07-05,APL1006,Model-1,BA,SIN,Singapore,Singapore,DXB,Dubai,UAE,7,3C,FWL2661,First Officer,2025-07-05,09:56:15,canceled
KP0321230,Tiffany,Smith,DL342,2025-08-08,APL1004,Model-4,DL,HND,Tokyo,Japan,LAX,Los Angeles,USA,6,20C,FWL8417,First Officer,2025-08-08,18:18:12,deviated
SN1244513,Glenda,Walsh,AA491,2025-06-29,APL1006,Model-1,AA,CDG,Paris,France,LAX,Los Angeles,USA,8,1F,FWL3435,Captain,2025-06-29,02:06:45,arrived
AO9367679,Levi,Fisher,AA126,2025-06-24,APL1003,Model-3,AA,CDG,Paris,France,HND,Tokyo,Japan,5,12E,FWL7512,First Officer,2025-06-24,02:39:58,on time
LO6980137,Cassandra,Olson,BA648,2025-06-30,APL1007,Model-2,BA,MAD,Madrid,Spain,FRA,Frankfurt,Germany,1,15C,FWL9226,Flight Attendant,2025-06-30,20:58:05,delayed
OI5543165,Kristen,Small,AA491,2025-06-29,APL1006,Model-1,AA,CDG,Paris,France,LAX,Los Angeles,USA,8,26F,FWL3435,Captain,2025-06-29,02:06:45,arrived
CL6319080,Benjamin,Williams,UA314,2025-07-21,APL1003,Model-3,UA,LHR,London,UK,LAX,Los Angeles,USA,1,12E,FWL7323,First Officer,2025-07-21,18:45:49,departed
OH1669540,Benjamin,Le,UA314,2025-07-21,APL1003,Model-3,UA,LHR,London,UK,LAX,Los Angeles,USA,1,27D,FWL7323,First Officer,2025-07-21,18:45:49,departed
CT8555313,Mary,Vasquez,BA648,2025-06-30,APL1007,Model-2,BA,MAD,Madrid,Spain,FRA,Frankfurt,Germany,1,15F,FWL9226,Flight Attendant,2025-06-30,20:58:05,delayed
PG1550994,Brittney,Walters,BA204,2025-07-07,APL1002,Model-2,BA,LHR,London,UK,JFK,New York,USA,7,19F,FWL7098,Flight Attendant,2025-07-07,05:27:30,arrived
YX8265135,Laura,Key,UA188,2025-07-07,APL1008,Model-3,UA,SIN,Singapore,Singapore,JFK,New York,USA,5,17A,FWL4974,First Officer,2025-07-07,06:55:11,arrived
QK5592723,Marie,Chavez,BA223,2025-08-12,APL1008,Model-3,BA,LAX,Los Angeles,USA,FRA,Frankfurt,Germany,2,30D,FWL2481,Captain,2025-08-12,15:07:56,delayed
ZB4837937,David,Baker,BA900,2025-08-15,APL1005,Model-0,BA,SIN,Singapore,Singapore,AMS,Amsterdam,Netherlands,9,16F,FWL6269,First Officer,2025-08-15,15:56:19,delayed
BS5918729,Elizabeth,Wright,AA696,2025-07-03,APL1009,Model-4,AA,HND,Tokyo,Japan,LHR,London,UK,8,13F,FWL3110,Captain,2025-07-03,15:32:49,departed
QP2656047,Allison,Parks,AA343,2025-07-27,APL1005,Model-0,AA,LAX,Los Angeles,USA,CDG,Paris,France,6,9B,FWL8317,Captain,2025-07-27,05:41:01,departed
TT5117838,James,Miranda,UA430,2025-07-29,APL1002,Model-2,UA,CDG,Paris,France,DXB,Dubai,UAE,3,1C,FWL6846,Captain,2025-07-29,14:50:41,on time
NM0948934,Andrew,Walton,DL602,2025-08-09,APL1000,Model-0,DL,LHR,London,UK,JFK,New York,USA,4,22C,FWL1326,Flight Attendant,2025-08-09,03:29:32,canceled
TT5117838,James,Miranda,AF919,2025-08-13,APL1009,Model-4,AF,MAD,Madrid,Spain,CDG,Paris,France,4,2A,FWL4157,Captain,2025-08-13,22:02:00,on time
BS5918729,Elizabeth,Wright,AA369,2025-07-05,APL1007,Model-2,AA,SIN,Singapore,Singapore,HND,Tokyo,Japan,3,12D,FWL2584,Captain,2025-07-05,04:19:10,delayed
VQ3410183,Caitlin,Turner,UA885,2025-06-18,APL1009,Model-4,UA,FRA,Frankfurt,Germany,CDG,Paris,France,5,9C,FWL9743,Flight Attendant,2025-06-18,16:05:14,arrived
QT5620223,Jacob,Carlson,AA491,2025-06-29,APL1006,Model-1,AA,CDG,Paris,France,LAX,Los Angeles,USA,8,21E,FWL3435,Captain,2025-06-29,02:06:45,arrived
CU0594984,Samuel,Barnes,AA286,2025-07-26,APL1009,Model-4,AA,LAX,Los Angeles,USA,MAD,Madrid,Spain,8,25F,FWL3304,First Officer,2025-07-26,13:54:07,deviated
RF1837588,Ryan,Hess,AF701,2025-07-16,APL1008,Model-3,AF,DXB,Dubai,UAE,LHR,London,UK,10,13E,FWL2641,Captain,2025-07-16,20:25:19,arrived
VB7420109,James,Johnson,AF594,2025-08-11,APL1000,Model-0,AF,DXB,Dubai,UAE,CDG,Paris,France,2,1F,FWL6424,Captain,2025-08-11,01:12:26,on time
BF2021263,Latoya,Benson,UA705,2025-08-13,APL1007,Model-2,UA,FRA,Frankfurt,Germany,AMS,Amsterdam,Netherlands,1,1D,FWL4817,Flight Attendant,2025-08-13,01:25:57,arrived
QT5620223,Jacob,Carlson,AF766,2025-07-14,APL1003,Model-3,AF,CDG,Paris,France,SIN,Singapore,Singapore,6,7F,FWL5278,Captain,2025-07-14,05:31:11,departed
PF9573532,David,Ayala,AA882,2025-08-01,APL1003,Model-3,AA,MAD,Madrid,Spain,DXB,Dubai,UAE,10,15F,FWL6210,Flight Attendant,2025-08-01,08:31:03,arrived
EX8266175,Ryan,Miller,BA776,2025-07-03,APL1004,Model-4,BA,LHR,London,UK,AMS,Amsterdam,Netherlands,6,3A,FWL4056,First Officer,2025-07-03,03:39:23,arrived
JK1184665,Sharon,Cardenas,AA126,2025-06-24,APL1003,Model-3,AA,CDG,Paris,France,HND,Tokyo,Japan,5,8F,FWL7512,First Officer,2025-06-24,02:39:58,on time
WP1973435,Beverly,Collins,UA751,2025-07-08,APL1000,Model-0,UA,LAX,Los Angeles,USA,JFK,New York,USA,2,28E,FWL4361,Flight Attendant,2025-07-08,17:39:50,on time
YC7476647,Juan,Lee,DL602,2025-08-09,APL1000,Model-0,DL,LHR,London,UK,JFK,New York,USA,4,22F,FWL1326,Flight Attendant,2025-08-09,03:29:32,canceled
OP6768635,Cindy,Dunn,UA946,2025-07-24,APL1009,Model-4,UA,JFK,New York,USA,FRA,Frankfurt,Germany,6,4F,FWL7492,Flight Attendant,2025-07-24,03:34:54,arrived
AB6997406,Carolyn,Morales,AA491,2025-06-29,APL1006,Model-1,AA,CDG,Paris,France,LAX,Los Angeles,USA,8,10D,FWL3435,Captain,2025-06-29,02:06:45,arrived
HQ3959191,Angela,Gray,AA369,2025-07-05,APL1007,Model-2,AA,SIN,Singapore,Singapore,HND,Tokyo,Japan,3,15C,FWL2584,Captain,2025-07-05,04:19:10,delayed
VG3297184,Scott,Navarro,AA533,2025-07-17,APL1001,Model-1,AA,DXB,Dubai,UAE,FRA,Frankfurt,Germany,5,22C,FWL6238,Flight Attendant,2025-07-17,13:50:19,arrived
BA9855741,Timothy,Shea,BA223,2025-08-12,APL1008,Model-3,BA,LAX,Los Angeles,USA,FRA,Frankfurt,Germany,2,5C,FWL2481,Captain,2025-08-12,15:07:56,delayed
MX8042076,Melanie,Jackson,DL602,2025-08-09,APL1000,Model-0,DL,LHR,London,UK,JFK,New York,USA,4,13C,FWL1326,Flight Attendant,2025-08-09,03:29:32,canceled
DC5267262,Brittany,Brooks,AA491,2025-06-29,APL1006,Model-1,AA,CDG,Paris,France,LAX,Los Angeles,USA,8,27C,FWL3435,Captain,2025-06-29,02:06:45,arrived
ZM0558845,Adam,Robles,AF934,2025-08-16,APL1002,Model-2,AF,DXB,Dubai,UAE,HND,Tokyo,Japan,10,3D,FWL7415,Flight Attendant,2025-08-16,23:28:58,arrived
XQ3457027,Lori,Duarte,BA776,2025-07-03,APL1004,Model-4,BA,LHR,London,UK,AMS,Amsterdam,Netherlands,6,13B,FWL4056,First Officer,2025-07-03,03:39:23,arrived
II8891392,Peter,Finley,DL529,2025-07-22,APL1007,Model-2,DL,JFK,New York,USA,CDG,Paris,France,9,5E,FWL7767,Flight Attendant,2025-07-22,06:08:59,departed
TK2280528,Melanie,Wilson,BA204,2025-07-07,APL1002,Model-2,BA,LHR,London,UK,JFK,New York,USA,7,20F,FWL7098,Flight Attendant,2025-07-07,05:27:30,arrived
FL0364141,Patricia,Lyons,AF934,2025-08-16,APL1002,Model-2,AF,DXB,Dubai,UAE,HND,Tokyo,Japan,10,23C,FWL7415,Flight Attendant,2025-08-16,23:28:58,arrived
RT9700200,Jennifer,Dixon,AF701,2025-07-16,APL1008,Model-3,AF,DXB,Dubai,UAE,LHR,London,UK,10,17D,FWL2641,Captain,2025-07-16,20:25:19,arrived
ZN0016740,Jay,Bell,UA314,2025-07-21,APL1003,Model-3,UA,LHR,London,UK,LAX,Los Angeles,USA,1,10F,FWL7323,First Officer,2025-07-21,18:45:49,departed
RX0402501,Sean,Baker,AF789,2025-06-29,APL1000,Model-0,AF,CDG,Paris,France,FRA,Frankfurt,Germany,8,22D,FWL5625,First Officer,2025-06-29,17:29:58,departed
YO6686104,Jacqueline,Barnes,DL176,2025-07-16,APL1003,Model-3,DL,CDG,Paris,France,MAD,Madrid,Spain,8,22D,FWL8635,First Officer,2025-07-16,17:34:54,arrived
HI5285368,Michael,Matthews,AA979,2025-07-23,APL1000,Model-0,AA,FRA,Frankfurt,Germany,JFK,New York,USA,3,17F,FWL1579,Flight Attendant,2025-07-23,07:46:46,delayed
II8891392,Peter,Finley,AA343,2025-07-27,APL1005,Model-0,AA,LAX,Los Angeles,USA,CDG,Paris,France,6,14D,FWL8317,Captain,2025-07-27,05:41:01,departed
WZ8807398,Jessica,Lee,AA450,2025-07-01,APL1002,Model-2,AA,DXB,Dubai,UAE,CDG,Paris,France,2,8A,FWL6536,Flight Attendant,2025-07-01,13:08:33,canceled
HF7339721,Jason,Wilkinson,AA533,2025-07-17,APL1001,Model-1,AA,DXB,Dubai,UAE,FRA,Frankfurt,Germany,5,25D,FWL6238,Flight Attendant,2025-07-17,13:50:19,arrived
IW8196874,Donna,Moreno,DL519,2025-07-18,APL1008,Model-3,DL,AMS,Amsterdam,Netherlands,HND,Tokyo,Japan,2,23C,FWL1813,First Officer,2025-07-18,17:08:45,delayed
HB4741950,Susan,Norton,BA100,2025-07-06,APL1005,Model-0,BA,MAD,Madrid,Spain,FRA,Frankfurt,Germany,6,2F,FWL1975,Captain,2025-07-06,05:03:57,delayed
BK6164260,Tina,Allen,UA705,2025-06-24,APL1000,Model-0,UA,LAX,Los Angeles,USA,MAD,Madrid,Spain,8,18C,FWL9882,First Officer,2025-06-24,06:38:47,arrived
JB6338733,Cassandra,Stone,AA286,2025-07-26,APL1009,Model-4,AA,LAX,Los Angeles,USA,MAD,Madrid,Spain,8,25C,FWL3304,First Officer,2025-07-26,13:54:07,deviated
ED5959828,Janet,Jones,UA946,2025-07-24,APL1009,Model-4,UA,JFK,New York,USA,FRA,Frankfurt,Germany,6,18A,FWL7492,Flight Attendant,2025-07-24,03:34:54,arrived
HF7339721,Jason,Wilkinson,BA648,2025-06-30,APL1007,Model-2,BA,MAD,Madrid,Spain,FRA,Frankfurt,Germany,1,7C,FWL9226,Flight Attendant,2025-06-30,20:58:05,delayed
QP2656047,Allison,Parks,DL529,2025-07-22,APL1007,Model-2,DL,JFK,New York,USA,CDG,Paris,France,9,21F,FWL7767,Flight Attendant,2025-07-22,06:08:59,departed
WH7895951,Gabriel,Huffman,AF898,2025-07-09,APL1001,Model-1,AF,HND,Tokyo,Japan,AMS,Amsterdam,Netherlands,8,7B,FWL8750,Captain,2025-07-09,12:09:18,on time
RF1954781,Ronnie,Rice,AA793,2025-07-20,APL1004,Model-4,AA,HND,Tokyo,Japan,CDG,Paris,France,9,1F,FWL5093,Captain,2025-07-20,08:31:34,on time
RT8796352,Ashlee,Barker,UA314,2025-07-21,APL1003,Model-3,UA,LHR,London,UK,LAX,Los Angeles,USA,1,25A,FWL7323,First Officer,2025-07-21,18:45:49,departed
CZ7998182,Shaun,Thomas,UA927,2025-07-11,APL1008,Model-3,UA,DXB,Dubai,UAE,MAD,Madrid,Spain,1,20D,FWL7342,Flight Attendant,2025-07-11,07:58:55,canceled
LJ8497285,Susan,Lindsey,AF934,2025-08-16,APL1002,Model-2,AF,DXB,Dubai,UAE,HND,Tokyo,Japan,10,1A,FWL7415,Flight Attendant,2025-08-16,23:28:58,arrived
CI9757809,Samuel,Johnson,UA188,2025-07-07,APL1008,Model-3,UA,SIN,Singapore,Singapore,JFK,New York,USA,5,22F,FWL4974,First Officer,2025-07-07,06:55:11,arrived
LW5098998,David,Young,BA100,2025-07-06,APL1005,Model-0,BA,MAD,Madrid,Spain,FRA,Frankfurt,Germany,6,4B,FWL1975,Captain,2025-07-06,05:03:57,delayed
ES5413166,Paula,Hammond,AA286,2025-07-26,APL1009,Model-4,AA,LAX,Los Angeles,USA,MAD,Madrid,Spain,8,22E,FWL3304,First Officer,2025-07-26,13:54:07,deviated
SS4697669,John,Thompson,AF898,2025-07-09,APL1001,Model-1,AF,HND,Tokyo,Japan,AMS,Amsterdam,Netherlands,8,19B,FWL8750,Captain,2025-07-09,12:09:18,on time
WV2718828,Tammie,Williams,AF789,2025-06-29,APL1000,Model-0,AF,CDG,Paris,France,FRA,Frankfurt,Germany,8,24B,FWL5625,First Officer,2025-06-29,17:29:58,departed
QP1139368,Luis,Sampson,UA927,2025-07-11,APL1008,Model-3,UA,DXB,Dubai,UAE,MAD,Madrid,Spain,1,2D,FWL7342,Flight Attendant,2025-07-11,07:58:55,canceled
LK9957129,Thomas,Rivera,UA225,2025-06-21,APL1000,Model-0,UA,SIN,Singapore,Singapore,JFK,New York,USA,7,23F,FWL7471,First Officer,2025-06-21,04:23:06,canceled
YC7476647,Juan,Lee,AA979,2025-07-23,APL1000,Model-0,AA,FRA,Frankfurt,Germany,JFK,New York,USA,3,6F,FWL1579,Flight Attendant,2025-07-23,07:46:46,delayed
CE5621825,Cassidy,Shaw,BA900,2025-08-15,APL1005,Model-0,BA,SIN,Singapore,Singapore,AMS,Amsterdam,Netherlands,9,27A,FWL6269,First Officer,2025-08-15,15:56:19,delayed
BA8967482,Emily,Martin,BA776,2025-07-03,APL1004,Model-4,BA,LHR,London,UK,AMS,Amsterdam,Netherlands,6,6E,FWL4056,First Officer,2025-07-03,03:39:23,arrived
GT5400895,Ian,Payne,DL529,2025-07-22,APL1007,Model-2,DL,JFK,New York,USA,CDG,Paris,France,9,4D,FWL7767,Flight Attendant,2025-07-22,06:08:59,departed
AU2150722,Michael,Pennington,UA705,2025-08-13,APL1007,Model-2,UA,FRA,Frankfurt,Germany,AMS,Amsterdam,Netherlands,1,26B,FWL4817,Flight Attendant,2025-08-13,01:25:57,arrived
VG3297184,Scott,Navarro,UA885,2025-06-18,APL1009,Model-4,UA,FRA,Frankfurt,Germany,CDG,Paris,France,5,26F,FWL9743,Flight Attendant,2025-06-18,16:05:14,arrived
LG1775718,Regina,Clark,UA284,2025-06-20,APL1000,Model-0,UA,LAX,Los Angeles,USA,MAD,Madrid,Spain,1,4F,FWL8728,Flight Attendant,2025-06-20,12:30:55,departed
HI5285368,Michael,Matthews,AA450,2025-07-01,APL1002,Model-2,AA,DXB,Dubai,UAE,CDG,Paris,France,2,5C,FWL6536,Flight Attendant,2025-07-01,13:08:33,canceled
YK7140449,Kim,Smith,DL382,2025-07-19,APL1006,Model-1,DL,CDG,Paris,France,MAD,Madrid,Spain,1,2E,FWL7484,First Officer,2025-07-19,16:30:11,deviated
SN1244513,Glenda,Walsh,DL176,2025-07-16,APL1003,Model-3,DL,CDG,Paris,France,MAD,Madrid,Spain,8,27B,FWL8635,First Officer,2025-07-16,17:34:54,arrived
ZV6609821,Sharon,Thomas,AF662,2025-08-01,APL1007,Model-2,AF,CDG,Paris,France,JFK,New York,USA,5,2B,FWL8869,Captain,2025-08-01,16:03:49,departed
OD2670454,Heather,Potter,AA369,2025-07-05,APL1007,Model-2,AA,SIN,Singapore,Singapore,HND,Tokyo,Japan,3,20D,FWL2584,Captain,2025-07-05,04:19:10,delayed
ZR2074691,Laura,Stone,BA329,2025-08-03,APL1005,Model-0,BA,FRA,Frankfurt,Germany,DXB,Dubai,UAE,10,16A,FWL7108,Captain,2025-08-03,18:11:29,delayed
NZ3586857,Crystal,Mitchell,AA979,2025-07-23,APL1000,Model-0,AA,FRA,Frankfurt,Germany,JFK,New York,USA,3,6A,FWL1579,Flight Attendant,2025-07-23,07:46:46,delayed
EF9421081,Jennifer,Rose,DL700,2025-06-22,APL1002,Model-2,DL,LHR,London,UK,AMS,Amsterdam,Netherlands,7,23D,FWL2655,First Officer,2025-06-22,12:40:49,departed
WV0824630,James,Russell,BA204,2025-07-07,APL1002,Model-2,BA,LHR,London,UK,JFK,New York,USA,7,5F,FWL7098,Flight Attendant,2025-07-07,05:27:30,arrived
WW6545784,Breanna,Carter,AF766,2025-07-14,APL1003,Model-3,AF,CDG,Paris,France,SIN,Singapore,Singapore,6,29D,FWL5278,Captain,2025-07-14,05:31:11,departed
RT8796352,Ashlee,Barker,UA946,2025-07-24,APL1009,Model-4,UA,JFK,New York,USA,FRA,Frankfurt,Germany,6,20F,FWL7492,Flight Attendant,2025-07-24,03:34:54,arrived
CL4476904,Danny,Fisher,AA126,2025-06-24,APL1003,Model-3,AA,CDG,Paris,France,HND,Tokyo,Japan,5,12F,FWL7512,First Officer,2025-06-24,02:39:58,on time
QG6770944,Bobby,Horne,BA776,2025-07-03,APL1004,Model-4,BA,LHR,London,UK,AMS,Amsterdam,Netherlands,6,3F,FWL4056,First Officer,2025-07-03,03:39:23,arrived
AC2857512,Stephanie,Simmons,AA882,2025-08-01,APL1003,Model-3,AA,MAD,Madrid,Spain,DXB,Dubai,UAE,10,27A,FWL6210,Flight Attendant,2025-08-01,08:31:03,arrived
VZ4103713,Alexis,Gomez,UA225,2025-06-21,APL1000,Model-0,UA,SIN,Singapore,Singapore,JFK,New York,USA,7,7A,FWL7471,First Officer,2025-06-21,04:23:06,canceled
TT5117838,James,Miranda,DL529,2025-07-22,APL1007,Model-2,DL,JFK,New York,USA,CDG,Paris,France,9,20C,FWL7767,Flight Attendant,2025-07-22,06:08:59,departed
CZ7998182,Shaun,Thomas,BA270,2025-07-05,APL1006,Model-1,BA,SIN,Singapore,Singapore,DXB,Dubai,UAE,7,8D,FWL2661,First Officer,2025-07-05,09:56:15,canceled
RR5891208,David,Mcguire,AF734,2025-08-13,APL1009,Model-4,AF,FRA,Frankfurt,Germany,HND,Tokyo,Japan,8,2B,FWL1999,Captain,2025-08-13,04:49:16,on time
AO9367679,Levi,Fisher,DL176,2025-07-16,APL1003,Model-3,DL,CDG,Paris,France,MAD,Madrid,Spain,8,31D,FWL8635,First Officer,2025-07-16,17:34:54,arrived
GU0778368,Melissa,Roberson,BA223,2025-08-12,APL1008,Model-3,BA,LAX,Los Angeles,USA,FRA,Frankfurt,Germany,2,3A,FWL2481,Captain,2025-08-12,15:07:56,delayed
BN7296193,David,Martinez,UA492,2025-06-19,APL1002,Model-2,UA,DXB,Dubai,UAE,FRA,Frankfurt,Germany,4,7D,FWL9907,Captain,2025-06-19,18:44:34,canceled
HT1426460,Sharon,Coleman,UA885,2025-06-18,APL1009,Model-4,UA,FRA,Frankfurt,Germany,CDG,Paris,France,5,20D,FWL9743,Flight Attendant,2025-06-18,16:05:14,arrived
EM2403927,Maria,Black,DL529,2025-07-22,APL1007,Model-2,DL,JFK,New York,USA,CDG,Paris,France,9,24A,FWL7767,Flight Attendant,2025-07-22,06:08:59,departed
HO3722896,Matthew,King,UA946,2025-07-24,APL1009,Model-4,UA,JFK,New York,USA,FRA,Frankfurt,Germany,6,6A,FWL7492,Flight Attendant,2025-07-24,03:34:54,arrived
